,id,lat,lon,time
120089,101609,15.550944444444443,55.18586111111112,2013-11-30
120095,109404,13.596083333333333,61.43538888888889,2013-11-30
120220,41317,18.664388888888887,60.218944444444446,2013-12-09
120348,101609,15.384277777777775,56.882638888888884,2013-12-09
120354,109404,15.627305555555559,60.75080555555553,2013-12-09
120411,60656200,24.059,58.832,2013-12-09
120479,41317,19.264,61.503333333333345,2013-12-18
120480,42519,5.319545454545454,56.644,2013-12-18
120607,101609,16.170555555555556,56.026944444444446,2013-12-18
120613,109404,16.692694444444445,61.15830555555554,2013-12-18
120627,116006,5.4403999999999995,74.56980000000001,2013-12-18
120670,60656200,24.182694444444436,58.681750000000015,2013-12-18
120679,60941960,13.403515151515153,50.995696969696965,2013-12-18
120682,60942970,13.556363636363637,51.233484848484856,2013-12-18
120688,60946960,14.124424242424245,50.37960606060606,2013-12-18
120690,60947970,13.773121212121211,49.7990909090909,2013-12-18
120738,41317,19.071805555555557,61.935861111111116,2013-12-27
120739,42519,5.811444444444445,56.61005555555555,2013-12-27
120866,101609,14.453527777777781,54.610638888888886,2013-12-27
120872,109404,15.550861111111109,61.15325000000001,2013-12-27
120886,116006,5.457666666666666,72.7525277777778,2013-12-27
120929,60656200,24.25241666666666,58.76091666666667,2013-12-27
120938,60941960,13.999666666666668,50.90513888888888,2013-12-27
120941,60942970,13.919944444444445,50.82755555555556,2013-12-27
120947,60946960,14.188083333333335,49.566250000000004,2013-12-27
120949,60947970,13.90819444444444,48.99716666666666,2013-12-27
120997,41317,18.282472222222225,61.859777777777786,2014-01-05
120998,42519,5.164545454545455,56.10781818181818,2014-01-05
121125,101609,13.359166666666665,56.06991666666667,2014-01-05
121131,109404,14.302027777777779,59.92908333333334,2014-01-05
121145,116006,5.6808,72.09819999999999,2014-01-05
121183,60073460,6.4246,74.09219999999999,2014-01-05
121184,60074440,5.929749999999999,73.77612500000001,2014-01-05
121185,60077450,5.4192222222222215,74.32644444444445,2014-01-05
121188,60656200,24.438861111111112,58.77524999999999,2014-01-05
121189,60657200,16.569625,54.60337500000001,2014-01-05
121197,60941960,13.448500000000003,50.74561111111112,2014-01-05
121200,60942970,13.805333333333335,50.420611111111114,2014-01-05
121206,60946960,12.474277777777782,49.78822222222221,2014-01-05
121208,60947970,13.718833333333333,49.24963888888888,2014-01-05
121256,41317,17.58375,61.43224999999999,2014-01-14
121257,42519,5.420615384615384,53.859730769230765,2014-01-14
121384,101609,15.741305555555563,54.084972222222206,2014-01-14
121390,109404,15.348972222222228,58.97508333333334,2014-01-14
121442,60073460,6.192194444444443,72.25427777777777,2014-01-14
121443,60074440,5.1809,73.1265,2014-01-14
121447,60656200,24.470722222222225,57.85413888888888,2014-01-14
121448,60657200,14.994250000000001,53.46302777777777,2014-01-14
121456,60941960,13.697444444444445,50.20736111111111,2014-01-14
121459,60942970,13.792222222222222,50.257444444444445,2014-01-14
121465,60946960,12.79575,48.40819444444444,2014-01-14
121467,60947970,12.30563888888889,48.368,2014-01-14
121515,41317,17.338500000000003,60.999250000000025,2014-01-23
121516,42519,6.564194444444445,52.49294444444445,2014-01-23
121643,101609,14.671277777777776,53.65316666666667,2014-01-23
121649,109404,15.96675,58.87391666666666,2014-01-23
121668,116463,19.707193548387092,69.80945161290322,2014-01-23
121669,116464,20.57982352941176,69.42917647058823,2014-01-23
121670,116465,19.906045454545456,68.78545454545454,2014-01-23
121672,116467,20.239300000000004,69.13390000000001,2014-01-23
